id,text,label,priority
648,Phòng KSSV-120 có rác chưa dọn.,vệ sinh,normal
649,Có người lạ đi lại gần khu phòng KSSV-685 vào trưa nay.,khác,normal
650,Thùng rác khu sinh viên gần KSSV-603 đầy tràn.,vệ sinh,normal
651,"Lỗi thẻ điện không nhận khi cắm vào khe đọc, không thể nạp thêm.",điện,normal
652,Cần bổ sung rèm cửa cho phòng kssv-377.,khác,normal
653,Phòng KSSV-400 mất điện từ đêm qua.,điện,high
654,Có tiếng ồn lớn từ phòng KSSV-623 vào từ hôm qua.,khác,normal
655,Nước rửa tay ở nhà vệ sinh chung bị hết từ sáng.,vệ sinh,normal
656,Có người lạ đi lại gần phòng kssv-424 tối qua.,khác,normal
657,Cống thoát nước phòng kssv-563 bị nghẹt.,vệ sinh,normal
658,"Lỗi cửa chính KTX không đóng vào ban đêm, không đảm bảo an ninh.",khác,normal
659,Báo cáo rò rỉ nước vào đường dây điện chính ở khu A.,điện,normal
660,Bảng điện hành lang gần KSSV-182 nhảy aptomat liên tục.,điện,high
661,Đèn học phòng KSSV-186 bị hỏng.,thiết bị,normal
662,Nước chảy yếu ở nhà tắm gần phòng KSSV-331.,nước,normal
663,Wi-Fi phòng kssv-495 không kết nối được.,internet,normal
664,"Router tầng 2 bị lỗi, phòng KSSV-251 không vào mạng.",internet,normal
665,Ống nước tầng 1 kssv bị vỡ.,nước,urgent
666,Có người lạ đi lại gần phòng kssv-676 tối qua.,khác,normal
667,Phòng em bị nước thải từ máy giặt công cộng chảy ngược vào phòng.,vệ sinh,normal
668,Điện tại phòng KSSV-479 chập chờn khi bật điều hòa.,điện,high
669,Mạng khu sinh viên rất yếu vào từ hôm qua.,internet,normal
670,Điều hòa phòng kssv-249 bị hỏng.,thiết bị,normal
671,Có tiếng ồn lớn từ phòng KSSV-581 vào sáng nay.,khác,normal
672,Phòng 701 báo cáo nước bị rò rỉ từ đường ống nước của điều hòa.,thiết bị,normal
673,Nước chảy yếu ở nhà tắm kssv-415.,nước,normal
674,Internet khu vực KSSV-232 mất tín hiệu.,internet,normal
675,Phòng kssv-557 có rác chưa dọn.,vệ sinh,normal
676,Ống nước tầng 6 kssv bị vỡ.,nước,normal
677,Điều hòa phòng kssv-294 bị hỏng.,thiết bị,normal
678,Lỗi cửa kính khu vực tự học bị bẩn.,vệ sinh,normal
679,Đèn trong phòng kssv-389 bị cháy.,điện,normal
680,Lỗi ống thoát nước của bồn rửa chén chung bị bung mối nối.,nước,normal
681,Nước thải từ khu vực rửa chén chung bị tràn ra sàn.,vệ sinh,normal
682,Có người lạ đi lại gần khu phòng KSSV-401 vào đêm qua.,khác,normal
683,Phòng KSSV-593 không có nước từ sáng nay.,nước,high
684,Có người lạ đi lại gần khu phòng KSSV-126 vào từ sáng nay.,khác,normal
685,Có người lạ đi lại gần phòng kssv-312 tối qua.,khác,normal
686,Phòng KSSV-617 có côn trùng bay vào thường xuyên.,khác,normal
687,Lỗi vách tường nhà vệ sinh bị nấm mốc do rò rỉ nước ngầm.,vệ sinh,normal
688,"Ống nước tầng 3 bị vỡ, ảnh hưởng khu vực KSSV-553.",nước,urgent
689,Cống thoát nước phòng KSSV-342 bị nghẹt.,vệ sinh,normal
690,Phòng KSSV-223 có rác chưa dọn.,vệ sinh,normal
691,Đèn học phòng kssv-262 bị hỏng.,thiết bị,normal
692,"Lỗi van xả nước của bồn cầu phòng 107 bị hỏng, nước chảy liên tục vào bồn.",nước,high
693,Phòng kssv-394 không có nước.,nước,high
694,Điều hòa phòng KSSV-650 bị hỏng.,thiết bị,normal
695,Ổ cắm phòng kssv-240 phát ra tia lửa.,điện,high
696,Không vào được mạng tại phòng KSSV-528.,internet,normal
697,Thùng rác khu sinh viên gần KSSV-116 đầy tràn.,vệ sinh,normal
698,Nước trong bồn rửa phòng KSSV-190 bị tắc.,nước,normal
699,Ổ cắm phòng kssv-597 phát ra tia lửa.,điện,high
700,"Router tầng 6 bị lỗi, phòng KSSV-153 không vào mạng.",internet,normal
701,Cần bổ sung rèm cửa cho phòng KSSV-482.,khác,normal
702,Cần bổ sung rèm cửa cho phòng kssv-260.,khác,normal
703,"Hệ thống chiếu sáng hành lang tầng 3 bị hỏng, tối đen từ 21h hàng đêm.",điện,normal
704,Điện tại phòng KSSV-611 chập chờn khi bật điều hòa.,điện,high
705,Nước chảy yếu ở nhà tắm gần phòng KSSV-289.,nước,normal
706,Phòng KSSV-636 có rác chưa dọn.,vệ sinh,normal
707,Nước chảy yếu ở nhà tắm gần phòng KSSV-284.,nước,normal
708,Phòng kssv-545 mất điện từ tối qua.,điện,high
709,"Router tầng 3 bị lỗi, phòng KSSV-512 không vào mạng.",internet,normal
710,Phòng kssv-307 có rác chưa dọn.,vệ sinh,normal
711,Bảng điện hành lang gần KSSV-230 nhảy aptomat liên tục.,điện,high
712,Router tầng 5 kssv bị lỗi.,internet,normal
713,Đèn học phòng kssv-618 bị hỏng.,thiết bị,normal
714,Wi-Fi phòng KSSV-616 không kết nối được.,internet,normal
715,"Lỗi cổng mạng LAN ở phòng 304 bị hỏng, không kết nối được máy tính bàn.",internet,normal
716,Cần kiểm tra dây cáp mạng tổng bị đứt ở khu vực sau nhà kho.,internet,normal
717,Cần bổ sung rèm cửa cho phòng KSSV-209.,khác,normal
718,Phòng 301 thắc mắc về phí phạt quá cao do sử dụng bếp từ không khai báo.,điện,normal
719,Ổ điện bàn học phòng KSSV-348 không hoạt động.,thiết bị,normal
720,Đèn trong phòng kssv-396 bị cháy.,điện,normal
721,Mùi hôi từ khu vệ sinh gần phòng KSSV-375 rất khó chịu.,vệ sinh,normal
722,Phòng 511 báo cáo đèn bàn học bị mất công tắc nguồn.,thiết bị,normal
723,Ổ điện bàn học phòng KSSV-486 không hoạt động.,thiết bị,normal
724,Quạt trần phòng 101 chạy yếu bất thường và phát ra tiếng kêu rít lớn.,điện,normal
725,Phòng 701 báo cáo nước sinh hoạt có màu xanh rêu bất thường.,nước,normal
726,Đèn học phòng kssv-477 bị hỏng.,thiết bị,normal
727,Có người lạ đi lại gần khu phòng KSSV-556 vào chiều nay.,khác,normal
728,Mùi hôi từ nhà vệ sinh kssv-140 rất khó chịu.,vệ sinh,normal
729,Phòng kssv-466 mất điện từ tối qua.,điện,high
730,"Ống nước tầng 1 bị vỡ, ảnh hưởng khu vực KSSV-554.",nước,urgent
731,Cần thay thế tay nắm cửa phòng 702 bị gãy.,thiết bị,high
732,Mùi hôi từ nhà vệ sinh kssv-298 rất khó chịu.,vệ sinh,normal
733,Cần lắp đặt thêm gương cầu lồi ở góc cua cầu thang.,khác,normal
734,Bảng điện hành lang gần KSSV-406 nhảy aptomat liên tục.,điện,high
735,Internet khu vực KSSV-616 mất tín hiệu.,internet,normal
736,Ổ cắm phòng KSSV-230 phát ra tia lửa.,điện,high
737,Phòng kssv-175 bị mất đồ cá nhân.,khác,high
738,"Báo cáo cây cối um tùm, là nơi sinh sản của côn trùng.",vệ sinh,normal
739,Quạt phòng KSSV-677 không quay.,thiết bị,normal
740,"Router tầng 4 bị lỗi, phòng KSSV-470 không vào mạng.",internet,normal
741,Đèn học phòng kssv-488 bị hỏng.,thiết bị,normal
742,"Router ở tầng 3 bị khóa trái phép, không thể truy cập cài đặt.",internet,normal
743,Cần bổ sung rèm cửa cho phòng KSSV-322.,khác,normal
744,Vòi nước phòng kssv-586 bị rò rỉ.,nước,high
745,Wi-Fi phòng KSSV-241 không kết nối được.,internet,normal
746,Ổ cắm phòng 111 bị mất nguồn điện một cách đột ngột.,điện,normal
747,Phòng 305 bị lập biên bản vì nấu ăn bằng thiết bị cấm.,khác,normal
748,Vòi nước phòng KSSV-520 bị rò rỉ.,nước,high
749,Báo cáo camera an ninh khu vực nhà xe bị hỏng ống kính.,thiết bị,normal
750,Cống thoát nước phòng kssv-141 bị nghẹt.,vệ sinh,normal
751,Có tiếng ồn lớn từ phòng KSSV-475 vào tối qua.,khác,normal
752,Quạt phòng KSSV-316 không quay.,thiết bị,normal
753,Có người lạ đi lại gần phòng kssv-529 tối qua.,khác,normal
754,Nước chảy yếu ở nhà tắm kssv-178.,nước,normal
755,Vòi nước phòng KSSV-690 bị rò rỉ.,nước,high
756,Có tiếng ồn lớn từ phòng kssv-165 ban đêm.,khác,normal
757,"Rác thải sinh hoạt chất đống ở cầu thang bộ, thu hút chuột và ruồi.",vệ sinh,normal
758,Có người lạ đi lại gần khu phòng KSSV-109 vào từ tối qua.,khác,normal
759,Cống thoát nước phòng 505 bị tắc do đổ sữa chua.,nước,normal
760,Không vào được mạng ở phòng kssv-505.,internet,normal
761,Quạt phòng KSSV-445 không quay.,thiết bị,normal
762,Lỗi cửa kính sảnh chính bị mờ do bụi bẩn lâu ngày.,vệ sinh,normal
763,Báo cáo mùi hôi thối nồng nặc bốc lên từ cống thoát nước nhà vệ sinh chung tầng 3.,vệ sinh,normal
764,Có người lạ đi lại gần phòng kssv-400 tối qua.,khác,normal
765,Nước trong bồn rửa phòng kssv-361 bị tắc.,nước,normal
766,Có tiếng ồn lớn từ phòng kssv-354 ban đêm.,khác,normal
767,Phòng KSSV-311 mất điện từ từ tối qua.,điện,high
768,"Báo cáo thiết bị mạng ở sảnh KTX bị hỏng, không có đèn báo nguồn.",internet,normal
769,Phòng KSSV-206 có rác chưa dọn.,vệ sinh,normal
770,Mùi hôi từ nhà vệ sinh kssv-140 rất khó chịu.,vệ sinh,normal
771,Vòi nước phòng kssv-262 bị rò rỉ.,nước,high
772,"Router tầng 3 bị lỗi, phòng KSSV-249 không vào mạng.",internet,normal
773,Phòng em bị nước thải từ tầng trên rơi xuống quần áo.,vệ sinh,normal
774,Internet khu vực KSSV-424 mất tín hiệu.,internet,normal
775,Phòng KSSV-519 bị mất đồ cá nhân.,khác,high
776,Cần bổ sung rèm cửa cho phòng KSSV-392.,khác,normal
777,Cống thoát nước phòng kssv-177 bị nghẹt.,vệ sinh,normal
778,Phòng KSSV-563 có rác chưa dọn.,vệ sinh,normal
779,Khu sinh viên khu vực phòng KSSV-271 mất điện toàn bộ.,điện,high
780,Wi-Fi phòng kssv-226 không kết nối được.,internet,normal
781,Có người lạ đi lại gần khu phòng KSSV-373 vào chiều nay.,khác,normal
782,Điện tại phòng KSSV-383 chập chờn khi bật điều hòa.,điện,high
783,Lỗi WiFi phòng 707 bị yếu hơn hẳn các phòng lân cận.,internet,normal
784,Phòng kssv-228 không có nước.,nước,normal
785,Có tiếng ồn lớn từ phòng KSSV-333 vào đêm qua.,khác,normal
786,Quạt phòng kssv-321 không quay.,thiết bị,normal
787,Internet khu vực KSSV-180 mất tín hiệu.,internet,normal
788,"Ống nước tầng 6 bị vỡ, ảnh hưởng khu vực KSSV-383.",nước,urgent
789,Điện phòng kssv-349 chập chờn khi bật điều hòa.,điện,high
790,Cần bổ sung rèm cửa cho phòng kssv-629.,khác,normal
791,Có người lạ đi lại gần phòng kssv-483 tối qua.,khác,normal
792,Báo cáo đường ống nước của hệ thống PCCC bị rò rỉ.,nước,high
793,Phòng KSSV-396 có rác chưa dọn.,vệ sinh,normal
794,Phòng 505 bị lập biên bản vì cấm sinh viên khác vào phòng.,khác,normal
795,Phòng KSSV-249 bị mất đồ cá nhân.,khác,high
796,Lỗi kết nối mạng bị gián đoạn khi có nhiều thiết bị cùng truy cập.,internet,normal
797,Phòng kssv-403 không có nước.,nước,high
798,Phòng kssv-307 có côn trùng bay vào thường xuyên.,khác,normal
799,Phòng KSSV-331 không có nước từ từ tối qua.,nước,high
800,Quạt phòng KSSV-123 không quay.,thiết bị,normal
801,Cần bổ sung rèm cửa cho phòng KSSV-684.,khác,normal
802,Mùi hôi từ khu vệ sinh gần phòng KSSV-245 rất khó chịu.,vệ sinh,normal
803,Thùng rác khu sinh viên gần KSSV-167 đầy tràn.,vệ sinh,normal
804,Wi-Fi phòng KSSV-541 không kết nối được.,internet,normal
805,Thang bộ bị trơn trượt do không có gờ chống trượt.,thiết bị,normal
806,Lỗi mạng không thể thực hiện cuộc gọi video chất lượng cao.,internet,normal
807,Phòng KSSV-414 không có nước từ chiều nay.,nước,high
808,Phòng em bị sinh viên khác làm phiền liên tục.,khác,normal
809,Phòng 507 báo cáo giá trị tiền điện hiển thị sai trên đồng hồ.,điện,normal
810,Ổ cắm phòng KSSV-106 phát ra tia lửa.,điện,high
811,Ổ điện bàn học kssv-651 không hoạt động.,thiết bị,normal
812,Điều hòa phòng kssv-525 bị hỏng.,thiết bị,normal
813,Phòng 304 bị phạt vì rửa chén trong bồn rửa mặt (lần 2).,nước,normal
814,Thùng rác khu sinh viên gần KSSV-138 đầy tràn.,vệ sinh,normal
815,Nước trong bồn rửa phòng KSSV-551 bị tắc.,nước,normal
816,Phòng KSSV-665 không có nước từ đêm qua.,nước,high
817,Vòi nước phòng KSSV-666 bị rò rỉ.,nước,high
818,"Router tầng 2 bị lỗi, phòng KSSV-590 không vào mạng.",internet,normal
819,"Ổ cắm điện nhà vệ sinh bị dính nước, có dấu hiệu chập chờn.",điện,normal
820,Sinh viên bị thương do ngã ở cầu thang không có đèn.,khác,normal
821,"Lỗi phao nước của bồn chứa chung bị hỏng, nước chảy tràn ra ngoài.",nước,high
822,Nước chảy yếu ở nhà tắm gần phòng KSSV-211.,nước,normal
823,Điện tại phòng KSSV-229 chập chờn khi bật điều hòa.,điện,normal
824,Đèn chiếu sáng khu vực cổng KTX bị cháy 3/4 bóng.,điện,normal
825,Vòi nước phòng KSSV-247 bị rò rỉ.,nước,high
826,Wi-Fi phòng kssv-130 không kết nối được.,internet,normal
827,Thùng rác khu sinh viên gần KSSV-477 đầy tràn.,vệ sinh,normal
828,Cần sửa chữa gấp cống thoát nước sàn phòng 603 bị tắc vì tóc.,nước,normal
829,Nước trong bồn rửa phòng KSSV-695 bị tắc.,nước,normal
830,Có tiếng ồn lớn từ phòng kssv-118 ban đêm.,khác,normal
831,Thùng rác khu sinh viên gần KSSV-657 đầy tràn.,vệ sinh,normal
832,Có người lạ đi lại gần khu phòng KSSV-452 vào đêm qua.,khác,normal
833,Nước bị ngắt hoàn toàn từ 8h sáng mà không có thông báo trước.,nước,normal
834,Nước trong bồn rửa phòng kssv-695 bị tắc.,nước,normal
835,"Tủ đựng đồ phòng 103 bị bung mặt sau, rất dễ mất đồ.",thiết bị,normal
836,Ổ cắm phòng KSSV-319 phát ra tia lửa.,điện,high
837,"Router tầng 3 bị lỗi, phòng KSSV-227 không vào mạng.",internet,normal
838,Phòng kssv-399 bị mất đồ cá nhân.,khác,high
839,Quạt phòng kssv-542 không quay.,thiết bị,normal
840,Wi-Fi phòng kssv-196 không kết nối được.,internet,normal
841,Nước trong bồn rửa phòng KSSV-245 bị tắc.,nước,normal
842,Lỗi camera an ninh khu vực nhà xe bị mất kết nối.,khác,normal
843,Ổ điện bàn học phòng KSSV-200 không hoạt động.,thiết bị,normal
844,Phòng 110 bị cắt nước do lỗi kỹ thuật của KTX.,nước,high
845,Thang máy khu nhà A bị đứng đột ngột giữa tầng 3 và 4.,thiết bị,normal
846,Tấm trần nhựa phòng 309 bị rơi xuống sàn.,thiết bị,normal
847,Lỗi mạng KTX không tương thích với hệ điều hành macOS mới nhất.,internet,normal
848,"Rác thải không được thu gom, chất đống quá tải ở thùng rác chung.",vệ sinh,normal
849,Ổ điện bàn học phòng KSSV-421 không hoạt động.,thiết bị,normal
850,Nước chảy yếu ở nhà tắm gần phòng KSSV-310.,nước,normal
851,Wi-Fi phòng kssv-503 không kết nối được.,internet,normal
852,Quạt phòng KSSV-522 không quay.,thiết bị,normal
853,Cống thoát nước phòng kssv-177 bị nghẹt.,vệ sinh,normal
854,Nhà vệ sinh tầng 6 có mùi hôi.,vệ sinh,normal
855,Không vào được mạng ở phòng kssv-260.,internet,normal
856,Khu sinh viên khu vực phòng KSSV-181 mất điện toàn bộ.,điện,normal
857,"Cống thoát nước mưa sân thượng bị tắc, gây ngập úng toàn bộ hành lang tầng 7.",nước,normal
858,Cần tăng cường hệ thống phát WiFi ở khu vực cuối dãy nhà.,internet,normal
859,Phòng 207 báo cáo công suất điện không đủ để chạy cả hai quạt trần cùng lúc.,điện,normal
860,Báo cáo ghế đá công cộng bị nấm mốc và rêu xanh.,vệ sinh,normal
861,Phòng 104 muốn được mở khóa tài khoản Internet đã bị tạm ngưng.,internet,normal
862,Lỗi mạng bị đơ/lag liên tục trong khoảng thời gian từ 20h đến 23h.,internet,normal
863,Phòng kssv-335 mất điện từ tối qua.,điện,high
864,"Router tầng 6 bị lỗi, phòng KSSV-395 không vào mạng.",internet,normal
865,Vòi nước phòng KSSV-394 bị rò rỉ.,nước,high
866,Cống thoát nước phòng KSSV-611 bị nghẹt.,vệ sinh,normal
867,Quạt phòng KSSV-254 không quay.,thiết bị,normal
868,Ổ cắm phòng KSSV-324 phát ra tia lửa.,điện,high
869,Wi-Fi phòng kssv-205 không kết nối được.,internet,normal
870,Phòng KSSV-128 có rác chưa dọn.,vệ sinh,normal
871,Cần hỗ trợ sinh viên bị ốm sốt đột ngột và cần đến bệnh viện.,khác,high
872,Điện phòng kssv-437 chập chờn khi bật điều hòa.,điện,high
873,"Chuột chạy trong phòng 201, đề nghị diệt côn trùng khẩn cấp.",vệ sinh,normal
874,Vòi nước phòng KSSV-245 bị rò rỉ.,nước,high
875,Có người lạ đi lại gần khu phòng KSSV-253 vào trưa nay.,khác,normal
876,Phòng KSSV-466 bị mất đồ cá nhân.,khác,high
877,"Thùng rác chung bị vỡ nắp, rác thải bay ra ngoài.",vệ sinh,normal
878,Cống thoát nước phòng KSSV-255 bị nghẹt.,vệ sinh,normal
879,"Mạng bị lỗi DNS, không truy cập được các trang web sử dụng tên miền.",internet,normal
880,Phòng kssv-403 mất điện từ tối qua.,điện,high
881,Phòng 202 báo cáo chuột cắn dây điện trong phòng.,khác,normal
882,"Cửa sổ phòng 201 bị gỉ sét, không thể đóng kín.",thiết bị,normal
883,Mùi hôi từ nhà vệ sinh kssv-149 rất khó chịu.,vệ sinh,normal
884,Phòng kssv-190 có côn trùng bay vào thường xuyên.,khác,normal
885,Phòng kssv-480 bị mất đồ cá nhân.,khác,high
886,Đèn học phòng kssv-520 bị hỏng.,thiết bị,normal
887,Phòng kssv-365 không có nước.,nước,high
888,Có người lạ đi lại gần khu phòng KSSV-423 vào đêm qua.,khác,normal
889,Ổ điện bàn học phòng KSSV-483 không hoạt động.,thiết bị,normal
890,"Phòng 409 bị nấm mốc đen lan rộng khắp tường do ẩm ướt, ảnh hưởng sức khỏe.",vệ sinh,normal
891,"Router tầng 6 bị lỗi, phòng KSSV-426 không vào mạng.",internet,normal
892,Báo cáo chuông báo cháy ở khu vực bếp chung bị kêu giả.,thiết bị,normal
893,Có người lạ đi lại gần khu phòng KSSV-311 vào từ tối qua.,khác,normal
894,Ổ cắm phòng KSSV-165 phát ra tia lửa.,điện,high
895,Phòng 508 báo cáo thiết bị phát WiFi có tiếng kêu lạ.,internet,normal
896,Cần sửa chữa nắp cống bị bung ở khu vực sân chung.,nước,normal
897,Có người lạ đi lại gần khu phòng KSSV-166 vào chiều nay.,khác,normal
898,Internet khu vực KSSV-446 mất tín hiệu.,internet,normal
899,Khu sinh viên khu vực phòng KSSV-140 mất điện toàn bộ.,điện,normal
900,Quạt phòng KSSV-387 không quay.,thiết bị,normal
901,Cần thay thế thùng rác bị thủng đáy ở khu vực căn tin.,vệ sinh,normal
902,Ống nước tầng 2 kssv bị vỡ.,nước,urgent
903,Bảng điện hành lang gần KSSV-140 nhảy aptomat liên tục.,điện,high
904,Báo cáo rèm cửa phòng 603 bị rách và tuột dây kéo.,thiết bị,normal
905,Có tiếng ồn lớn từ phòng KSSV-632 vào đêm qua.,khác,normal
906,Báo cáo đồ đạc chặn lối thoát hiểm ở tầng 6.,khác,normal
907,Nền gạch ở sảnh KTX bị trơn trượt do nước.,khác,normal
908,Phòng KSSV-435 có rác chưa dọn.,vệ sinh,normal
909,"Dây điện phía sau quạt trần phòng 605 bị tuột vỏ bọc, hở lõi.",điện,normal
910,Phòng 709 bị cắt điện do lỗi kỹ thuật của hệ thống KTX.,điện,normal
911,Khu kssv mất điện toàn bộ.,điện,normal
912,Ổ điện bàn học phòng KSSV-611 không hoạt động.,thiết bị,normal
913,Quạt phòng KSSV-221 không quay.,thiết bị,normal
914,Internet khu vực KSSV-625 mất tín hiệu.,internet,normal
915,"Router tầng 6 bị lỗi, phòng KSSV-201 không vào mạng.",internet,normal
916,Báo cáo máy sấy quần áo ở khu B bị hỏng chức năng sấy nóng.,thiết bị,normal
917,"Lỗi router tầng 6 bị hỏng, không có đèn báo nguồn sáng.",internet,normal
918,Phòng 406 thắc mắc về mức độ sạch sẽ của nước sinh hoạt.,vệ sinh,normal
919,Wi-Fi phòng kssv-201 không kết nối được.,internet,normal
920,Mùi hôi từ khu vệ sinh gần phòng KSSV-614 rất khó chịu.,vệ sinh,normal
921,Quạt phòng KSSV-323 không quay.,thiết bị,normal
922,Đèn trong phòng kssv-299 bị cháy.,điện,normal
923,Quạt phòng KSSV-287 không quay.,thiết bị,normal
924,Ổ cắm phòng KSSV-374 phát ra tia lửa.,điện,high
925,"Cần người đến kiểm tra đồng hồ điện phòng 610, nó nhảy số rất nhanh và bất thường.",điện,high
926,Điện phòng kssv-628 chập chờn khi bật điều hòa.,điện,high
927,Phòng 407 báo cáo nước có vị đắng bất thường.,nước,normal
928,Không vào được mạng ở phòng kssv-181.,internet,normal
929,Phòng 310 cần thông tắc cống thoát nước ở ban công bị ứ đọng.,nước,normal
930,Vòi nước phòng kssv-198 bị rò rỉ.,nước,high
931,Cần bổ sung rèm cửa cho phòng kssv-551.,khác,normal
932,Phòng KSSV-307 bị mất đồ cá nhân.,khác,high
933,Không vào được mạng tại phòng KSSV-432.,internet,normal
934,Cống thoát nước phòng KSSV-302 bị nghẹt.,vệ sinh,normal
935,"Router tầng 3 bị lỗi, phòng KSSV-169 không vào mạng.",internet,normal
936,Cần bổ sung rèm cửa cho phòng KSSV-162.,khác,normal
937,Phòng kssv-281 có rác chưa dọn.,vệ sinh,normal
938,Thùng rác khu sinh viên gần KSSV-402 đầy tràn.,vệ sinh,normal
939,Mùi hôi từ khu vệ sinh gần phòng KSSV-195 rất khó chịu.,vệ sinh,normal
940,Cần bổ sung rèm cửa cho phòng kssv-366.,khác,normal
941,Cổng mạng LAN bị hỏng do tự ý tháo lắp.,internet,normal
942,"Router tầng 1 bị lỗi, phòng KSSV-465 không vào mạng.",internet,normal
943,Cần thông báo lịch phun thuốc diệt côn trùng cho sinh viên.,vệ sinh,normal
944,Có người lạ đi lại gần phòng kssv-143 tối qua.,khác,normal
945,Vòi nước phòng kssv-377 bị rò rỉ.,nước,high
946,Điều hòa phòng KSSV-209 bị hỏng.,thiết bị,normal
947,Cống thoát nước phòng kssv-150 bị nghẹt.,vệ sinh,normal
948,Có người lạ đi lại gần khu phòng KSSV-516 vào từ sáng nay.,khác,normal
949,Internet khu vực KSSV-630 mất tín hiệu.,internet,normal
950,Điều hòa phòng KSSV-189 bị hỏng.,thiết bị,normal
951,Phòng kssv-209 bị mất đồ cá nhân.,khác,high
952,Có tiếng ồn lớn từ phòng kssv-536 ban đêm.,khác,normal
953,Điện tại phòng KSSV-488 chập chờn khi bật điều hòa.,điện,normal
954,"Vòi nước ở bồn rửa tay chung tầng 4 bị gãy, nước chảy xối xả không ngừng.",nước,normal
955,"WiFi tầng 6 liên tục bị rớt mạng mỗi 5 phút, không thể làm việc.",internet,normal
956,Phòng kssv-491 không có nước.,nước,normal
957,"Cần kiểm tra an ninh khu vực ban đêm, có nhiều người lạ.",khác,normal
958,Không vào được mạng tại phòng KSSV-430.,internet,normal
959,"Router tầng 2 bị lỗi, phòng KSSV-620 không vào mạng.",internet,normal
960,Ổ điện bàn học kssv-305 không hoạt động.,thiết bị,normal
961,Bảng điện hành lang gần KSSV-584 nhảy aptomat liên tục.,điện,high
962,Nước chảy yếu ở nhà tắm gần phòng KSSV-573.,nước,normal
963,Lỗi vòi nước ở máy lọc nước công cộng bị rò rỉ liên tục.,thiết bị,high
964,Cần vệ sinh và khử trùng khu vực để xe đạp điện.,vệ sinh,normal
965,Nước trong bồn rửa phòng KSSV-283 bị tắc.,nước,normal
966,Phòng kssv-582 có rác chưa dọn.,vệ sinh,normal
967,Phòng 304 bị phạt vì rửa chén trong bồn rửa mặt (lần 2).,nước,normal
968,Phòng KSSV-216 bị mất đồ cá nhân.,khác,high
969,Có người lạ đi lại gần khu phòng KSSV-488 vào tối qua.,khác,normal
970,Cống thoát nước phòng KSSV-246 bị nghẹt.,vệ sinh,normal
971,Phòng kssv-272 có rác chưa dọn.,vệ sinh,normal
972,Mùi hôi từ khu vệ sinh gần phòng KSSV-522 rất khó chịu.,vệ sinh,normal
973,"WiFi khu vực tầng 3 liên tục bị rớt sóng, không ổn định.",internet,normal
974,Ổ cắm phòng kssv-362 phát ra tia lửa.,điện,high
975,"Ống nước tầng 1 bị vỡ, ảnh hưởng khu vực KSSV-554.",nước,urgent
976,Đèn học phòng kssv-369 bị hỏng.,thiết bị,normal
977,Phòng 210 thắc mắc về lỗi hệ thống cấp tài khoản mạng.,internet,normal
978,Wi-Fi phòng kssv-562 không kết nối được.,internet,normal
979,Cần bổ sung rèm cửa cho phòng KSSV-452.,khác,normal
980,"Router tầng 6 bị lỗi, phòng KSSV-625 không vào mạng.",internet,normal
981,Điện tại phòng KSSV-571 chập chờn khi bật điều hòa.,điện,normal
982,Lỗi cổng ra vào KTX bị hỏng cần gạt tự động.,thiết bị,normal
983,Phòng 502 muốn được kích hoạt lại dịch vụ Internet sau khi đóng phí.,internet,normal
984,Điện tại phòng KSSV-680 chập chờn khi bật điều hòa.,điện,high
985,Phòng kssv-548 không có nước.,nước,high
986,Phòng KSSV-576 có côn trùng bay vào thường xuyên.,khác,normal
987,Thùng rác khu sinh viên gần KSSV-421 đầy tràn.,vệ sinh,normal
988,Không vào được mạng ở phòng kssv-558.,internet,normal
989,Phòng KSSV-619 bị mất đồ cá nhân.,khác,high
990,Phòng kssv-403 không có nước.,nước,high
991,Cần bổ sung rèm cửa cho phòng KSSV-358.,khác,normal
992,Phòng KSSV-408 mất điện từ sáng nay.,điện,high
993,Nước có màu vàng đục và mùi tanh như bùn đất sau khi sửa chữa đường ống.,nước,normal
994,Báo cáo cặn bẩn màu đen rỉ ra từ máy giặt chung.,vệ sinh,normal
995,Không vào được mạng ở phòng kssv-536.,internet,normal
996,Ổ điện bàn học kssv-159 không hoạt động.,thiết bị,normal
997,Phòng kssv-274 có côn trùng bay vào thường xuyên.,khác,normal
998,Quạt phòng kssv-610 không quay.,thiết bị,normal
999,Phòng kssv-152 bị mất đồ cá nhân.,khác,high
1000,Ổ cắm phòng kssv-531 phát ra tia lửa.,điện,high
1001,Nước chảy yếu ở nhà tắm kssv-509.,nước,normal
1002,Thùng rác khu sinh viên gần KSSV-220 đầy tràn.,vệ sinh,normal
1003,Phòng kssv-472 mất điện từ tối qua.,điện,high
1004,Cần tìm gấp chìa khóa tủ đồ cá nhân bị mất.,khác,normal
1005,Phòng 109 muốn khôi phục dịch vụ Internet đã bị hủy.,internet,normal
1006,Ổ điện bàn học phòng KSSV-650 không hoạt động.,thiết bị,normal
1007,Điện tại phòng KSSV-652 chập chờn khi bật điều hòa.,điện,high
1008,"Ống nước tầng 1 bị vỡ, ảnh hưởng khu vực KSSV-205.",nước,urgent
1009,Mạng WiFi KTX bị mất kết nối hoàn toàn từ 2 tiếng trước.,internet,normal
1010,Nhà vệ sinh tầng 4 kssv có mùi hôi.,vệ sinh,normal
1011,Wi-Fi phòng KSSV-616 không kết nối được.,internet,normal
1012,Không vào được mạng ở phòng kssv-167.,internet,normal
