id,text,label,priority
1867,Cần kiểm tra lại hệ thống tiếp địa của toàn bộ khu nhà A.,điện,normal
1868,Có người lạ i lại gần khu phòng KSSV-364 vào sáng nay.,khác,normal
1869,Có ngưi lạ đi lại gần khu phòng KSSV-511 vào từ tối qua.,khác,normal
1870,Phòng KSSV-551 có côn trùng bay vào thường xuyên.,khác,normal
1871,Nước chảy yếu ở nhà tắm gần phòng KSSV-201.,nước,normal
1872,"Router tầng 4 bị lỗi, phòng KSSV-347 không vào mạng.",internet,normal
1873,Lỗi van nước tổng khu vực nhà xe bị hng.,nước,high
1874,Phòng em thắc mắc v chi phí xử lý tắc cống do lỗi hệ thống chung.,nước,normal
1875,Nhà vệ sinh tầng 5 có mùi hôi.,vệ sinh,normal
1876,Router tầng 2 kssv bị lỗi.,internet,normal
1877,"Lỗi khóa từ bị mất điện, không thể quét thẻ vào phòng.",thiết bị,high
1878,Ổ cắm phòng 603 bị cháy khi sạc pin dự phòng.,điện,normal
1879,"Lỗi quạt thông gió bị tắc bụi, không khí trong phòng tắm rất ngột ngạt.",vệ sinh,normal
1880,"Router tầng 5 bị lỗi, phòng KSSV-556 không vào mạng.",internet,normal
1881,Phòng KSSV-418 không có nước từ tối qua.,nước,high
1882,Vòi nước phòng KSSV-552 bị rò rỉ.,nước,high
1883,Mạng WiFi KTX khu D bị mất tín hiệu hoàn toàn từ tối qua.,internet,normal
1884,Có tiếng ồn lớn từ phòng kssv-119 ban đêm.,khác,normal
1885,Cần sửa chữa công tắc điu khiển quạt thông gió nhà tắm bị liệt.,điện,normal
1886,Mùi hôi từ nhà vệ sinh kssv-558 rất khó chịu.,vệ sinh,normal
1887,Phòng KSSV-253 có côn trùng bay vào thường xuyên.,khác,normal
1888,cắm phòng KSSV-516 phát ra tia lửa.,điện,high
1889,Báo cáo mất trộm giày dép ở khu vực tủ giày chung.,khác,normal
1890,Không vào được mạng tại phòng KSSV-221.,internet,normal
1891,Phòng KSSV-284 có rác chưa dọn.,vệ sinh,normal
1892,nghị sửa chữa ổ cắm sạc điện thoại ở khu vực sảnh chung bị hng.,điện,normal
1893,Nước trong bồn rửa phòng kssv-627 bị tắc.,nước,normal
1894,Wi-Fi phòng KSSV-483 không kết nối được.,internet,normal
1895,Không vào được mạng tại phòng KSSV-400.,internet,normal
1896,Có ngưi lạ đi lại gần phòng kssv-300 tối qua.,khác,normal
1897,Có ngưi lạ đi lại gần phòng kssv-549 tối qua.,khác,normal
1898,Phòng kssv-235 không có nước.,nước,high
1899,Có ngưi lạ đi lại gần phòng kssv-590 tối qua.,khác,normal
1900,Có ngưi lạ đi lại gần phòng kssv-154 tối qua.,khác,normal
1901,Phòng KSSV-377 có rác chưa dọn.,vệ sinh,normal
1902,Wi-Fi phòng kssv-375 không kết nối được.,internet,normal
1903,Phòng KSSV-252 không có nưc từ chiều nay.,nước,normal
1904,Ổ điện bàn hc phòng KSSV-665 không hoạt động.,thiết bị,normal
1905,Mùi hôi từ nhà vệ sinh kssv-309 rất khó chịu.,vệ sinh,normal
1906,Nước trong bồn rửa phòng KSSV-294 bị tắc.,nước,normal
1907,Wi-Fi phòng KSSV-524 không kết nối được.,internet,normal
1908,Có ngưi lạ đi lại gần phòng kssv-648 tối qua.,khác,normal
1909,Phòng KSSV-563 bị mất đồ cá nhân.,khác,high
1910,Máy sấy quần áo ở khu B không làm khô đồ dù đã chạy hết chu trình.,thiết bị,normal
1911,"Lỗi cống thoát nước khu nhà xe bị tắc, nước đng đen hôi.",vệ sinh,normal
1912,Có ngưi lạ đi lại gần phòng kssv-166 tối qua.,khác,normal
1913,Phòng kssv-620 bị mất đồ cá nhân.,khác,high
1914,Phòng 507 bị phạt vì quên rút phích cắm ấm đun nước.,điện,normal
1915,Internet khu vực KSSV-577 mất tín hiệu.,internet,normal
1916,Internet khu vực KSSV-581 mất tín hiệu.,internet,normal
1917,Cần bổ sung rèm cửa cho phòng kssv-579.,khác,normal
1918,Phòng KSSV-554 có côn trùng bay vào thường xuyên.,khác,normal
1919,Khu sinh viên khu vực phòng KSSV-326 mất điện toàn bộ.,điện,high
1920,Cần kiểm tra cáp điện đi qua cửa sổ phòng 701 bị kẹt.,điện,normal
1921,Khu sinh viên khu vực phòng KSSV-459 mất điện toàn bộ.,điện,high
1922,Khu sinh viên khu vực phòng KSSV-655 mất điện toàn bộ.,điện,high
1923,Cần kiểm tra độ ổn định của mạng KTX vào gi khuya.,internet,normal
1924,Phòng kssv-552 có côn trùng bay vào thường xuyên.,khác,normal
1925,Phòng KSSV-195 có rác chưa dọn.,vệ sinh,normal
1926,Phòng KSSV-210 bị mất đồ cá nhân.,khác,high
1927,Nước trong bồn rửa phòng kssv-226 bị tắc.,nước,normal
1928,Phòng kssv-106 có rác chưa dọn.,vệ sinh,normal
1929,Mái che khu vực phơi đồ bị tốc mái do gió bão.,thiết bị,normal
1930,Đèn học phòng KSSV-600 b hỏng.,thiết bị,normal
1931,Mạng KTX bị chặn truy cập vào máy chủ game và một số trang web nước ngoài.,internet,normal
1932,Phòng kssv-212 bị mất đồ cá nhân.,khác,high
1933,Cống thoát nước phòng kssv-690 bị nghẹt.,vệ sinh,normal
1934,Tưng nhà bị bẩn do sinh viên dán băng keo.,vệ sinh,normal
1935,Ổ điện bàn hc kssv-312 không hoạt động.,thiết bị,normal
1936,Cần thông báo lịch dn vệ sinh chung theo tuần.,vệ sinh,normal
1937,Nước chảy yếu ở nhà tắm gần phòng KSSV-415.,nước,normal
1938,Có tiếng ồn lớn từ phòng KSSV-619 vào từ tối qua.,khác,normal
1939,Phòng KSSV-507 bị mất đồ cá nhân.,khác,high
1940,Phòng kssv-690 mất điện từ tối qua.,điện,high
1941,Đèn trong phòng kssv-386 b cháy.,điện,normal
1942,Bảng điện hành lang gần KSSV-537 nhảy aptomat liên tục.,điện,urgent
1943,Nước chảy yếu ở nhà tắm gần phòng KSSV-507.,nước,normal
1944,Vòi nước phòng KSSV-587 bị rò rỉ.,nước,high
1945,Điều hòa phòng kssv-692 b hỏng.,thiết bị,normal
1946,Có tiếng ồn lớn từ phòng KSSV-104 vào trưa nay.,khác,normal
1947,Quạt phòng kssv-150 không quay.,thiết bị,normal
1948,Ổ điện bàn hc phòng KSSV-112 không hoạt động.,thiết bị,normal
1949,Phòng kssv-281 có côn trùng bay vào thường xuyên.,khác,normal
1950,Đèn học phòng kssv-391 b hỏng.,thiết bị,normal
1951,Phòng KSSV-597 mất điện từ đêm qua.,điện,high
1952,Không vào được mạng tại phòng KSSV-461.,internet,normal
1953,Ổ điện bàn hc phòng KSSV-345 không hoạt động.,thiết bị,normal
1954,Cần thông tắc cống thoát nước ở khu vực nhà xe bị ứ đng.,nước,normal
1955,Không vào được mạng ở phòng kssv-555.,internet,normal
1956,Phòng KSSV-438 có côn trùng bay vào thường xuyên.,khác,normal
1957,Ổ điện bàn hc phòng KSSV-468 không hoạt động.,thiết bị,normal
1958,Cống thoát nước phòng kssv-162 bị nghẹt.,vệ sinh,normal
1959,Có người lạ i lại gần khu phòng KSSV-479 vào từ hôm qua.,khác,normal
1960,Tủ lạnh chung tầng 3 bị rò điện.,thiết bị,high
1961,"Lỗi máy hút bụi chung bị hng túi chứa, làm rác rơi ra sàn.",vệ sinh,normal
1962,Khu sinh viên khu vực phòng KSSV-157 mất điện toàn bộ.,điện,high
1963,Nhà vệ sinh tầng 3 kssv có mùi hôi.,vệ sinh,normal
1964,Nước từ vòi hoa sen bị lẫn cặn vôi trắng.,nước,normal
1965,"nghị sửa chữa nắp cống ở sân KTX bị vỡ, gây nguy hiểm.",nước,normal
1966,Điều hòa phòng kssv-139 b hỏng.,thiết bị,normal
1967,Vòi nước phòng KSSV-370 bị rò rỉ.,nước,high
1968,Aptomat phòng 512 tự động nhảy khi bật đèn và quạt cùng lúc.,điện,high
1969,Lỗi công tắc điu khiển máy bơm không phản hồi.,nước,normal
1970,Phòng KSSV-371 có côn trùng bay vào thường xuyên.,khác,normal
1971,Báo cáo mất quần áo ở máy giặt công cộng.,khác,normal
1972,Phòng KSSV-303 bị mất đồ cá nhân.,khác,high
1973,Cần phun thuốc muỗi khẩn cấp vì khu vực sân sau có ổ muỗi lớn.,vệ sinh,normal
1974,Không vào được mạng ở phòng kssv-355.,internet,normal
1975,Khu sinh viên khu vực phòng KSSV-384 mất điện toàn bộ.,điện,normal
1976,Mùi hôi từ nhà vệ sinh kssv-183 rất khó chịu.,vệ sinh,normal
1977,Đèn học phòng kssv-405 b hỏng.,thiết bị,normal
1978,Phòng kssv-698 bị mất đồ cá nhân.,khác,high
1979,"Router tầng 1 bị lỗi, phòng KSSV-583 không vào mạng.",internet,normal
1980,Internet khu vực KSSV-276 mất tín hiệu.,internet,normal
1981,"Router tầng 4 bị lỗi, phòng KSSV-480 không vào mạng.",internet,normal
1982,Phòng 301 bị kiểm tra vì có mùi hôi từ thực phẩm thối.,vệ sinh,normal
1983,Wi-Fi phòng KSSV-395 không kết nối được.,internet,normal
1984,Quạt phòng KSSV-648 không quay.,thiết bị,normal
1985,Không vào được mạng ở phòng kssv-307.,internet,normal
1986,Vòi nước phòng KSSV-126 bị rò rỉ.,nước,high
1987,Phòng KSSV-565 có rác chưa dọn.,vệ sinh,normal
1988,Phòng KSSV-340 mất điện từ chiu nay.,điện,high
1989,Có tiếng ồn lớn từ phòng kssv-382 ban đêm.,khác,normal
1990,Phòng kssv-569 mất điện từ tối qua.,điện,high
1991,Nhà vệ sinh tầng 5 kssv có mùi hôi.,vệ sinh,normal
1992,Phòng 512 thắc mắc v chi phí thuê thợ sửa chữa đưng ống nước cá nhân.,nước,normal
1993,Đèn học phòng KSSV-561 b hỏng.,thiết bị,normal
1994,Không vào được mạng tại phòng KSSV-656.,internet,normal
1995,Mùi hôi từ nhà vệ sinh kssv-599 rất khó chịu.,vệ sinh,normal
1996,cắm phòng KSSV-661 phát ra tia lửa.,điện,high
1997,Phòng KSSV-212 mất điện từ đêm qua.,điện,high
1998,Đin tại phòng KSSV-385 chập chờn khi bật iều hòa.,điện,high
1999,"Lỗi tài khoản Internet bị khóa không rõ lý do, không thể đăng nhập lại.",internet,normal
2000,Nước chảy yếu ở nhà tắm kssv-281.,nước,normal
2001,Cần thay thế router WiFi đã quá cũ ở tầng 5.,internet,normal
2002,Đèn học phòng KSSV-308 b hỏng.,thiết bị,normal
2003,Phòng kssv-435 có côn trùng bay vào thường xuyên.,khác,normal
2004,Mạng KTX không hỗ trợ kết nối với thiết bị mạng cá nhân.,internet,normal
2005,Có ngưi lạ đi lại gần phòng kssv-671 tối qua.,khác,normal
2006,Khu sinh viên khu vực phòng KSSV-541 mất điện toàn bộ.,điện,high
2007,Không vào được mạng tại phòng KSSV-581.,internet,normal
2008,Tủ lạnh chung tầng 4 bị rò điện.,thiết bị,high
2009,Cần bổ sung rèm cửa cho phòng KSSV-556.,khác,normal
2010,Nhà vệ sinh tầng 1 có mùi hôi.,vệ sinh,normal
2011,Cần bổ sung rèm cửa cho phòng kssv-657.,khác,normal
2012,Phòng kssv-414 có côn trùng bay vào thường xuyên.,khác,normal
2013,Phòng KSSV-406 có côn trùng bay vào thường xuyên.,khác,normal
2014,Phòng kssv-285 có rác chưa dọn.,vệ sinh,normal
2015,Mùi thức ăn từ khu bếp chung bay vào phòng 501.,vệ sinh,normal
2016,Đèn trong phòng kssv-245 b cháy.,điện,normal
2017,Phòng em bị mất remote điu hòa và bị phạt tin.,thiết bị,normal
2018,Đèn học phòng KSSV-391 b hỏng.,thiết bị,normal
2019,Nước trong bồn rửa phòng kssv-240 bị tắc.,nước,normal
2020,Phòng 509 thắc mắc v lỗi hệ thống quản lý tài khoản mạng KTX.,internet,normal
2021,Ổ điện bàn hc phòng KSSV-407 không hoạt động.,thiết bị,normal
2022,Tín hiệu WiFi không đến được khu vực giưng tầng trên.,internet,normal
2023,Đèn học phòng kssv-252 b hỏng.,thiết bị,normal
2024,Nước trong bồn rửa phòng KSSV-251 bị tắc.,nước,normal
2025,Mùi hôi từ nhà vệ sinh kssv-205 rất khó chịu.,vệ sinh,normal
2026,Phòng 209 bị phân chim rơi vào phòng qua cửa sổ.,vệ sinh,normal
2027,Internet khu vực KSSV-308 mất tín hiệu.,internet,normal
2028,Phòng 102 bị ngập nước do cống thoát nước sàn bị tắc vì tóc và rác.,nước,normal
2029,Phòng KSSV-546 mất điện từ trưa nay.,điện,high
2030,Đin phòng kssv-261 chập chờn khi bật iều hòa.,điện,normal
2031,Cống thoát nước phòng kssv-369 bị nghẹt.,vệ sinh,normal
2032,Mùi hôi từ khu vệ sinh gần phòng KSSV-270 rất khó chịu.,vệ sinh,normal
2033,Tấm ván sàn gỗ ở phòng sinh hoạt chung bị lún và gãy.,khác,normal
2034,Phòng KSSV-557 không có nước từ từ sáng nay.,nước,normal
2035,Phòng KSSV-165 có côn trùng bay vào thường xuyên.,khác,normal
2036,Đèn trong phòng kssv-563 b cháy.,điện,normal
2037,Điều hòa phòng kssv-226 b hỏng.,thiết bị,normal
2038,Tủ lạnh chung tầng 1 bị rò điện.,thiết bị,high
2039,Lỗi kết nối mạng bị đứt khi có nhiu ngưi cùng truy cập WiFi.,internet,normal
2040,Phòng KSSV-118 có côn trùng bay vào thường xuyên.,khác,normal
2041,Nước trong bồn rửa phòng kssv-545 bị tắc.,nước,normal
2042,cắm phòng kssv-471 phát ra tia lửa.,điện,high
2043,Báo cáo vòi nước ở sân thể thao bị rò rỉ liên tục.,nước,high
2044,Không vào được mạng ở phòng kssv-186.,internet,normal
2045,Có tiếng ồn lớn từ phòng kssv-486 ban đêm.,khác,normal
2046,Wi-Fi phòng KSSV-427 không kết nối được.,internet,normal
2047,Ổ điện bàn hc kssv-504 không hoạt động.,thiết bị,normal
2048,Cần kiểm tra và sửa chữa xích đu ngoài tri bị hng.,khác,normal
2049,Báo cáo đưng ống nước của hệ thống PCCC bị rò rỉ.,nước,normal
2050,Phòng kssv-119 có rác chưa dọn.,vệ sinh,normal
2051,Bảng điện hành lang gần KSSV-651 nhảy aptomat liên tục.,điện,urgent
2052,Phòng KSSV-114 bị mất đồ cá nhân.,khác,high
2053,Có tiếng ồn lớn từ phòng KSSV-149 vào sáng nay.,khác,normal
2054,Báo cáo mất điện thoại ở căng tin KTX.,khác,normal
2055,Phòng KSSV-350 không có nước từ từ tối qua.,nước,normal
2056,Đèn học phòng kssv-237 b hỏng.,thiết bị,normal
2057,Bảng điện hành lang gần KSSV-153 nhảy aptomat liên tục.,điện,urgent
2058,Wi-Fi phòng KSSV-695 không kết nối được.,internet,normal
2059,Quạt phòng kssv-652 không quay.,thiết bị,normal
2060,Wi-Fi phòng KSSV-502 không kết nối được.,internet,normal
2061,"ng nước tầng 6 bị vỡ, ảnh hưởng khu vực KSSV-645.",nước,normal
2062,Phòng kssv-398 có rác chưa dọn.,vệ sinh,normal
2063,Có tiếng ồn lớn từ phòng KSSV-187 vào từ hôm qua.,khác,normal
2064,Phòng KSSV-327 bị mất đồ cá nhân.,khác,high
2065,Phòng kssv-325 mất điện từ tối qua.,điện,high
2066,Đèn học phòng KSSV-220 b hỏng.,thiết bị,normal
2067,Điều hòa phòng KSSV-616 b hỏng.,thiết bị,normal
2068,Phòng 505 báo cáo thẻ điện bị từ chối dù còn số dư.,điện,normal
2069,Phòng KSSV-679 không có nước từ từ tối qua.,nước,normal
2070,Phòng KSSV-177 mất điện từ đêm qua.,điện,high
2071,Ổ điện bàn hc kssv-587 không hoạt động.,thiết bị,normal
2072,Phòng KSSV-231 có côn trùng bay vào thường xuyên.,khác,normal
2073,Cần vệ sinh và khử khuẩn bể chứa nước chung vì nước có màu lạ.,vệ sinh,normal
2074,Nước chảy yếu ở nhà tắm gần phòng KSSV-540.,nước,normal
2075,Đề ngh sửa chữa bánh xe của ghế học sinh b vỡ.,thiết bị,normal
2076,Báo cáo cáp quang bị đứt do thi công ở khu vực gần KTX.,internet,normal
2077,Cống thoát nước phòng kssv-370 bị nghẹt.,vệ sinh,normal
2078,Đèn trong phòng kssv-320 b cháy.,điện,normal
2079,Router tầng 4 kssv bị lỗi.,internet,normal
2080,Có người lạ i lại gần khu phòng KSSV-282 vào từ hôm qua.,khác,normal
2081,Khu sinh viên khu vực phòng KSSV-508 mất điện toàn bộ.,điện,high
2082,"ng nước tầng 2 bị vỡ, ảnh hưởng khu vực KSSV-429.",nước,normal
2083,Ngưi lạ mặt không phải sinh viên đột nhập vào phòng 109 vào ban đêm.,khác,normal
2084,"Báo cáo áp lực nước rất yếu vào buổi sáng (6h-7h), không đủ để tắm rửa.",nước,normal
2085,Phòng kssv-517 không có nước.,nước,high
2086,Mùi hôi từ khu vệ sinh gần phòng KSSV-206 rất khó chịu.,vệ sinh,normal
2087,Cần dn dẹp khu vực bếp chung bị bẩn do thức ăn thừa.,vệ sinh,normal
2088,Phòng em muốn kiểm tra xem có ai câu trộm điện vào phòng không.,điện,normal
2089,Router tầng 3 kssv bị lỗi.,internet,normal
2090,Wi-Fi phòng kssv-146 không kết nối được.,internet,normal
2091,Phòng KSSV-243 có rác chưa dọn.,vệ sinh,normal
2092,"Lỗi vòi sen nhà tắm chung bị rò rỉ, nước nh git không ngừng.",nước,normal
2093,"ng nước tầng 3 bị vỡ, ảnh hưởng khu vực KSSV-517.",nước,normal
2094,"Router tầng 1 bị lỗi, phòng KSSV-619 không vào mạng.",internet,normal
2095,cắm phòng KSSV-384 phát ra tia lửa.,điện,high
2096,Điều hòa phòng KSSV-353 b hỏng.,thiết bị,normal
2097,Quạt phòng KSSV-117 không quay.,thiết bị,normal
2098,Vòi nước phòng KSSV-411 bị rò rỉ.,nước,high
2099,Đèn học phòng kssv-379 b hỏng.,thiết bị,normal
2100,Bảng điện hành lang gần KSSV-136 nhảy aptomat liên tục.,điện,urgent
2101,Cần bổ sung rèm cửa cho phòng kssv-474.,khác,normal
2102,"Cây xanh bị gãy cành, rơi xuống chắn lối đi.",khác,normal
2103,Nước trong bồn rửa phòng KSSV-316 bị tắc.,nước,normal
2104,Thùng rác khu sinh viên gần KSSV-231 đầy tràn.,vệ sinh,normal
2105,Đin tại phòng KSSV-328 chập chờn khi bật iều hòa.,điện,high
2106,cắm phòng kssv-529 phát ra tia lửa.,điện,high
2107,Nhà vệ sinh tầng 1 kssv có mùi hôi.,vệ sinh,normal
2108,Thiết bị báo cháy ở hành lang tầng 5 phát ra tiếng kêu tít tít yếu.,thiết bị,normal
2109,Cống thoát nước phòng kssv-538 bị nghẹt.,vệ sinh,normal
2110,Cần vệ sinh máy giặt công cộng vì có mùi ẩm mốc.,vệ sinh,normal
2111,Quạt phòng KSSV-195 không quay.,thiết bị,normal
2112,Điều hòa phòng KSSV-296 b hỏng.,thiết bị,normal
2113,Lỗi phòng giặt chung bị mất điện sau khi giặt.,khác,high
2114,Vòi nước phòng KSSV-298 bị rò rỉ.,nước,high
2115,Điều hòa phòng KSSV-382 b hỏng.,thiết bị,normal
2116,Đèn trong phòng kssv-165 b cháy.,điện,normal
2117,Đèn học phòng KSSV-367 b hỏng.,thiết bị,normal
2118,Phòng 406 bị báo lỗi kết nối mạng liên tục trên điện thoại.,internet,normal
2119,Phòng KSSV-190 có côn trùng bay vào thường xuyên.,khác,normal
2120,cắm phòng KSSV-616 phát ra tia lửa.,điện,high
2121,Cống thoát nước phòng KSSV-689 bị nghẹt.,vệ sinh,normal
2122,Phòng kssv-121 bị mất đồ cá nhân.,khác,high
2123,Phòng kssv-238 bị mất đồ cá nhân.,khác,high
2124,Nước chảy yếu ở nhà tắm kssv-244.,nước,normal
2125,Phòng 501 bị nước chảy từ trần nhà do mưa bão.,khác,normal
2126,Đèn trong phòng kssv-346 b cháy.,điện,normal
2127,Cần kiểm tra và sửa chữa các thiết bị thể dục ngoài tri bị hng.,khác,normal
2128,Cống thoát nước phòng KSSV-188 bị nghẹt.,vệ sinh,normal
2129,"ng nước tầng 1 bị vỡ, ảnh hưởng khu vực KSSV-654.",nước,normal
2130,"ng nước tầng 4 bị vỡ, ảnh hưởng khu vực KSSV-356.",nước,normal
2131,Phòng KSSV-404 có rác chưa dọn.,vệ sinh,normal
2132,Phòng KSSV-179 có rác chưa dọn.,vệ sinh,normal
2133,Ổ điện bàn hc phòng KSSV-677 không hoạt động.,thiết bị,normal
2134,Internet khu vực KSSV-105 mất tín hiệu.,internet,normal
2135,Phòng kssv-512 không có nước.,nước,normal
2136,"Báo cáo nhà vệ sinh chung quá bẩn, đầy chất thải và không có nước rửa tay.",vệ sinh,normal
2137,Nước trong bồn rửa phòng KSSV-467 bị tắc.,nước,normal
2138,Không vào được mạng tại phòng KSSV-406.,internet,normal
2139,Đèn học phòng KSSV-256 b hỏng.,thiết bị,normal
2140,Cần sửa chữa tay vịn cầu thang tầng 4 bị lng.,thiết bị,normal
2141,Phòng kssv-391 không có nước.,nước,normal
2142,Wi-Fi phòng kssv-685 không kết nối được.,internet,normal
2143,Báo cáo tốc độ mạng không đủ để tham gia các buổi hp trực tuyến chất lượng HD.,internet,normal
2144,Ổ điện bàn hc kssv-119 không hoạt động.,thiết bị,normal
2145,Phòng KSSV-365 bị mất đồ cá nhân.,khác,high
2146,Phòng em muốn khôi phục dịch vụ mạng KTX sau khi bị tạm khóa.,internet,normal
2147,Vòi nước phòng KSSV-382 bị rò rỉ.,nước,high
2148,Phòng KSSV-530 bị mất đồ cá nhân.,khác,high
2149,Đin phòng kssv-508 chập chờn khi bật iều hòa.,điện,high
2150,Phòng KSSV-211 mất điện từ từ tối qua.,điện,high
2151,Nước trong bồn rửa phòng kssv-211 bị tắc.,nước,normal
2152,Cần bổ sung rèm cửa cho phòng KSSV-594.,khác,normal
2153,Phòng 108 bị phạt vì để nước chảy lãng phí khi đi ra ngoài.,nước,normal
2154,Bảng điện hành lang gần KSSV-110 nhảy aptomat liên tục.,điện,urgent
2155,Báo cáo vật dụng chặn lối thoát hiểm tầng 4.,khác,normal
2156,Cần thay thế khóa tủ đồ cá nhân bị hng ổ khóa.,thiết bị,normal
2157,Cần sửa chữa ống thoát nước của máy giặt chung bị rò rỉ.,thiết bị,normal
2158,Nước trong bồn rửa phòng KSSV-553 bị tắc.,nước,normal
2159,Lỗi camera an ninh khu vực căn tin bị che khuất.,khác,normal
2160,"Bóng đèn khu tự hc cháy, cần thay thế gấp, rất tối không hc được.",điện,normal
2161,Ổ điện bàn hc kssv-461 không hoạt động.,thiết bị,normal
2162,Có tiếng ồn lớn từ phòng kssv-395 ban đêm.,khác,normal
2163,Phòng KSSV-624 không có nước từ từ hôm qua.,nước,normal
2164,Lỗi công tắc điu khiển quạt thông gió phòng tắm bị kẹt.,điện,normal
2165,Đin tại phòng KSSV-418 chập chờn khi bật iều hòa.,điện,normal
2166,Phòng kssv-490 có côn trùng bay vào thường xuyên.,khác,normal
2167,Wi-Fi phòng kssv-432 không kết nối được.,internet,normal
2168,Cần can thip khi có người lạ nằm ngủ sảnh chờ.,khác,normal
2169,Có tiếng ồn lớn từ phòng kssv-543 ban đêm.,khác,normal
2170,Vòi nước phòng KSSV-643 bị rò rỉ.,nước,high
2171,Khu sinh viên khu vực phòng KSSV-170 mất điện toàn bộ.,điện,high
2172,"Khí độc từ hóa chất tẩy rửa mạnh bị xả ra ngoài, gây khó thở.",vệ sinh,normal
2173,Ổ điện bàn hc phòng KSSV-186 không hoạt động.,thiết bị,normal
2174,Đèn trong phòng kssv-404 b cháy.,điện,normal
2175,Phòng kssv-228 mất điện từ tối qua.,điện,high
2176,Vòi nước phòng kssv-291 bị rò rỉ.,nước,high
2177,Đin tại phòng KSSV-599 chập chờn khi bật iều hòa.,điện,high
2178,Có tiếng ồn lớn từ phòng KSSV-333 vào chiu nay.,khác,normal
2179,Báo cáo vòi nước ở khu vực nấu ăn chung bị rỉ sét nặng.,nước,normal
2180,Điều hòa phòng kssv-410 b hỏng.,thiết bị,normal
2181,Ổ điện bàn hc phòng KSSV-187 không hoạt động.,thiết bị,normal
2182,Nước chảy yếu ở nhà tắm gần phòng KSSV-321.,nước,normal
2183,Phòng KSSV-667 mất điện từ trưa nay.,điện,normal
2184,Điều hòa phòng KSSV-291 b hỏng.,thiết bị,normal
2185,Ổ điện bàn hc kssv-133 không hoạt động.,thiết bị,normal
2186,Đèn học phòng KSSV-540 b hỏng.,thiết bị,normal
2187,"Báo cáo trộm cắp xảy ra ở phòng 503, mất laptop khi sinh viên đi tắm.",khác,normal
2188,"èn chiếu sáng khu vực nhà xe bị hng, rất nguy hiểm khi lấy xe đêm.",khác,normal
2189,Phòng KSSV-354 mất điện từ trưa nay.,điện,high
2190,Phòng KSSV-669 không có nước từ từ hôm qua.,nước,high
2191,Phòng 207 thắc mắc v hóa chất KTX dùng để vệ sinh máy giặt chung.,vệ sinh,high
2192,Phòng 707 bị phạt vì tự ý lắp đặt khóa riêng không đúng quy định.,khác,normal
2193,Phòng KSSV-467 mất điện từ chiu nay.,điện,high
2194,Có người lạ i lại gần khu phòng KSSV-565 vào từ sáng nay.,khác,normal
2195,Cần bổ sung rèm cửa cho phòng KSSV-586.,khác,normal
2196,"Lỗi ống nước trong tưng phòng 505 bị rò rỉ, gây ẩm mốc tưng nghiêm trng.",nước,high
2197,Phòng KSSV-493 không có nước từ sáng nay.,nước,high
2198,Lỗi ống thoát nước của bồn rửa mặt bị bung khi tưng.,nước,normal
2199,Phòng KSSV-252 có côn trùng bay vào thường xuyên.,khác,normal
2200,"Thùng rác y tế (khẩu trang, kim tiêm) bị vứt lẫn vào rác sinh hoạt.",vệ sinh,normal
2201,Lỗi ổ cắm đa năng ở phòng hc chung bị quá tải.,điện,normal
2202,"Cần thay thế bàn học b khắc tên, vẽ bậy quá nhiều.",thiết bị,normal
2203,"Phòng em bị phạt vì sử dụng bếp từ (lần 2), đ nghị xem xét lại mức phạt.",điện,normal
2204,Khu sinh viên khu vực phòng KSSV-322 mất điện toàn bộ.,điện,high
2205,Vòi nước phòng kssv-659 bị rò rỉ.,nước,high
2206,Phòng kssv-672 có côn trùng bay vào thường xuyên.,khác,normal
2207,Internet khu vực KSSV-350 mất tín hiệu.,internet,normal
2208,Phòng KSSV-199 không có nước từ tối qua.,nước,high
2209,"ng nước tầng 6 bị vỡ, ảnh hưởng khu vực KSSV-200.",nước,urgent
2210,Điều hòa phòng KSSV-652 b hỏng.,thiết bị,normal
2211,Internet khu vực KSSV-613 mất tín hiệu.,internet,normal
2212,Vòi xịt vệ sinh ở phòng 403 bị rò rỉ ngay tại đầu nối.,nước,normal
2213,Vòi nước phòng kssv-358 bị rò rỉ.,nước,high
2214,Quạt phòng kssv-348 không quay.,thiết bị,normal
2215,cắm phòng kssv-391 phát ra tia lửa.,điện,high
2216,Tủ lạnh chung tầng 5 bị rò điện.,thiết bị,high
2217,Internet khu vực KSSV-614 mất tín hiệu.,internet,normal
2218,Cần kiểm tra mối mt ở các khung cửa gỗ phòng 402.,khác,normal
2219,"Lỗi máy bơm nước phụ tầng 4 bị cháy, không bơm được nước lên tầng trên.",nước,normal
2220,Đin tại phòng KSSV-303 chập chờn khi bật iều hòa.,điện,high
2221,Cần bổ sung rèm cửa cho phòng KSSV-120.,khác,normal
2222,"Lỗi ống thoát nước từ máy giặt chung bị bung, nước thải chảy lênh láng ra sàn.",nước,normal
2223,Có tiếng ồn lớn từ phòng kssv-302 ban đêm.,khác,normal
2224,Bảng điện hành lang gần KSSV-508 nhảy aptomat liên tục.,điện,urgent
2225,Phòng 308 báo cáo gián xuất hin nhiều trong phòng.,khác,normal
2226,"Tốc độ Internet quá chậm, không thể load video hc online.",internet,normal
2227,Nước trong bồn rửa phòng KSSV-322 bị tắc.,nước,normal
2228,Nước trong bồn rửa phòng kssv-356 bị tắc.,nước,normal
2229,Cống thoát nước phòng KSSV-687 bị nghẹt.,vệ sinh,normal
